,index,Premise 1,Conclusion,Premise 1_f1
1781,3601,Anxiety creates a bond between two people and Brings people together.,Release of endorphin creates a bond between two people and Brings people together .,0.9595340490341188
1782,3603,Reductions in joint pain and stiffness may be associated with swimming. ,Reductions in joint pain and stiffness may  help improve your recovery from an injury.,0.960064709186554
1783,3607,Team sports athletes have a team mentality.,Team sports athletes have a sense of fair play.,0.9359102845191956
1784,3608,"People with Crohn’s have intestinal infections from bacteria, viruses, parasites, and fungi.",People with Crohn’s are also more likely to be affected by the severity of symptoms and create complications.,0.9747636914253236
1785,3609,"You will pay less for bills, once you have insulated windows","You will pay less for bills, once you have installed well-insulated windows",0.9410959482192992
1786,3612,there is typically less ozone near the equator,there is typically less ozone near the equator,0.8866555094718933
1787,3614,further four million people in UK are without a job.,further four million people in UK are at risk of mental problems.,0.9603757858276368
1788,3615, fatty fish are high in vitamin D,"You should consider eating fatty fish, if you do not get enough sunlight during the day",0.9637525677680968
1789,3616,It is difficult for children who live in orphanages to express empathy,It is difficult for children who live in orphanages to show empathy,0.930270493030548
1790,3617,"In a process called flux melting, water released from the subducting plate lowers the melting temperature","In a process called flux melting, water released from the subducting plate contributes to the production of magma",0.966998279094696
1791,3618,Eating salt reduces the amount of sodium in your bloodstream.,Eating salt reduce the ability of your kidneys to remove the water.,0.988433837890625
1792,3619,We can only speak and think of the body as whole and unchanging and complete.,We can only speak and think of the uncreated and imperishable for it is whole and unchanging and complete. ,0.9260692596435548
1793,3620,"""Sit on My Knee"" is a song by Dallas Crane group.","""Sit on My Knee"" is a song in Rock genre.",0.8776907324790955
1794,3621,Aluminium is a good metal for electrical transmission lines.,Aluminium is a good metal for electrical transmission lines in order to transmit the electricity easily.,0.9540665745735168
1795,3622,"When a person smokes, he inhales quite a lot of nicotine.","When a person smokes, he affects lung health.",0.943806529045105
1796,3630,The death of Ghaddafi soothed the path to liberation.,The rebels soothed the path to liberation.,0.9735387563705444
1797,3631,Poor nutrition can cause hairloss.,Poor nutrition can cause hairloss.,0.9272459149360656
1798,3632,New director introduced surveilance cameras.,New director raised the security level of infrastructure.,0.9529258608818054
1799,3634,"the availability of cotton boosted production in other areas of the world, including new colonies in Africa","The U.S. Civil War boosted production in other areas of the world, including new colonies in Africa",0.9916513562202454
1800,3635,my uncle is going to get a termination bonus,"soon ,my uncle is going to get a termination bonus",0.8918178677558899
1801,3637,"If you continue to eat too much salt then, over time, the extra blood pressure can become too severe.","If you continue to eat too much salt then, over time, the arteries burst or become completely clogged.",0.9745495915412904
1802,3638,The problems you'll have with the guests the next day are the lack of sleep,"Old mattresses, poor linen or even bad lighting all contribute to the problems you'll have with the guests the next day",0.9003949761390686
1803,3639,High levels of blood sugar could trigger acne,Carb-rich foods could trigger acne,0.999999701976776
1804,3640,Obesity can lead to obesity,Obesity is associated with difficulty to grasp,0.8864419460296631
1805,3643,Osteoporosis and weight are two main causes of bone mineral deficiency.,Doing muscle-strengthening exercise is incredibly good for managing osteoporosis and weight.,0.8700302243232727
1806,3644,many doctors around the world are doctors,many doctors around the world are frustrated with their jobs,0.915102481842041
1807,3645,Floods can destroy structures and items very close to the shore,Hurricanes can destroy structures and items very close to the shore,0.9670455455780028
1808,3647,"Fishing tackle consists of hooks, lines, sinkers, floats, rods, reels, baits, lures, spears, nets, gaffs, traps, waders and tackle boxes","hooks, lines, sinkers, floats, rods, reels, baits, lures, spears, nets, gaffs, traps, waders and tackle boxes are the equipment used by fishermen when fishing",0.8611283302307129
1809,3648,A central bank generally controls the printing of currency,A central bank generally controls a state's legal tender,0.9547828435897828
1810,3650,Children and young adults are most vulnerable to the negative effects of sleep deprivation,Children and young adults are most vulnerable to the negative effects of  an undiagnosed sleep disorder,0.9970415830612184
1811,3654,Human activities since the beginning of the Industrial Revolution have increased the carbon dioxide concentration.,Human activities since the beginning of the Industrial Revolution have intensed global warming.,0.9794006943702698
1812,3655,A lack of sleep can lead to stress.,A lack of sleep causes an increase in the substance cortisol in the body,0.973831057548523
1813,3659,The Alpine nation has a modern innovative environment for robotic production,The Alpine nation has a modern innovative environment for robotic,0.896972119808197
1814,3660,Carrying out tasks more efficiently increases the productivity of workers.,Carrying out tasks more efficiently increases economic growth and stability.,0.9463443756103516
1815,3661,At all airports a traffic pattern is possible,At all airports ssuring a smooth traffic flow between departing and arriving aircraft is possible,0.9743953347206116
1816,3663,sea breezes happen when the opposite absorption patterns occur, sea breezes happen due to the different absorption of heat by land and oceans,0.8904821276664734
1817,3664,Being mentally stimulated is one of the most powerful psychological experiences,measuring your progress is one of the most powerful psychological experiences,0.9552683234214784
1818,3665,Smoking contributes to type 2 diabetes and can lead to poor blood flow to legs and feet.,Smoking contributes to type 2 diabetes and can lead to infection and result in the need to amputate a limb. ,0.9670531749725342
1819,3670,Gold is a great source of gold.,Gold is a highly prized.,0.9167461395263672
1820,3675,"Decreasing blood sugar can lead to Anxiety, Sweating and Hunger. ","Hypoglycemia  can lead to Anxiety, Sweating and Hunger.",0.9547951817512512
1821,3676,"international airports,rank among the largest of all built typologies","international airports,rank among the most complex and largest of all built typologies",0.837943971157074
1822,3678,plant oils contain a large amount of vitamin E.,plant oils can lead to have healthy skin.,0.9147844314575196
1823,3681,Overusing fish would certainly lead to constipation.,Overusing fish would certainly lead to constipation.,0.8803472518920898
1824,3683,Animals can use sounds and gestures to communicate.,Monkeys and apes can use sounds and gestures to communicate,0.9744401574134828
1825,3687,"Special amenities are usually reserved for First and Business class passengers, premium frequent flyers, and members of the airline's clubs","express check-in and dedicated check-in counters are usually reserved for First and Business class passengers, premium frequent flyers, and members of the airline's clubs",0.9590914249420166
1826,3692,The hacker will begin to steal your money,If you click on a fake link the hacker will begin to steal your money,0.951772689819336
1827,3693,the tourism industry is one of the main sources of greenhouse gases.,the tourism industry  can contribute to global warming.,0.9168807864189148
1828,3694,Microsoft corporation introduced graphical operating systems.,Microsoft corporation made it easier for everyone to use computers.,0.9513554573059082
1829,3697, sap is a watery liquid containing sugars that is found in the phloem vessels that transport food made by photosynthesis.,The insects feed on the a watery liquid containing sugars that is found in the phloem vessels that transport food made by photosynthesis.,0.9854040741920472
1830,3699,Less distance will reduce the distance,Becoming valuable will reduce the distance,0.9245570302009584
1831,3701,"a certain stature upon the aviation facility that other aerodromes may not have achieved, is known as an airport","In some jurisdictions,a certain stature upon the aviation facility that other aerodromes may not have achieved, is a legal term of art reserved exclusively for those aerodromes certified or licensed as airports by the relevant national aviation authority after meeting specified certification criteria or regulatory requirements",0.933284342288971
1832,3702,Squirrels eat bugs and tiny animals which would cover human food.,So spiders eat bugs and tiny animals which would cover human food.,0.9275552034378052
1833,4026,Squirrels eat bugs and tiny animals which would cover human food.,So spiders eat bugs and tiny animals which would cover human food.,0.9275552034378052
1834,3703,People who are interested in different strategies try different strategies,Using technology facilitates trying different strategies,0.8831281661987305
1835,3704,"Processed meats — like hot dogs, bacon, or pepperoni — contain large amount ofodiums.","Processed meats — like hot dogs, bacon, or pepperoni — have been shown to dehydrate the skin.",0.9638089537620544
1836,3706,"Marxists, Leninists and Trotskyists believe in a system that promotes direct democracy","Marxists, Leninists and Trotskyists believe in a system that manifests itself as council democracy and begins with workplace democracy",0.9597330689430236
1837,3707,Japanese Whispers was entered into Billboard top 200 list.,Japanese Whispers was entered into Billboard top 200 list.,0.87101811170578
1838,3708,The Amazon rainforest regulates global climate.,The Amazon rainforest regulates global climate.,0.9221954941749572
1839,3710,People who have trouble quitting.,People who watch TV more than one hour during a day have trouble quitting.,0.9233053922653198
1840,3711,Taking the medication too often for Migraine can result in an unforced headache.,Taking the medication too often for Migraine discomforts the patient.,0.9624356627464294
1841,3713,"children who doesn't have enough sleep, don't grow well.","children who doesn't have insufficient sleep, don't grow well",0.945511519908905
1842,3716,Floods may umtimately lead to big floods, When people cover the land with cement may umtimately lead to big floods,0.8830351829528809
1843,3720,Russian rhythmic gymnast is a highly-skilled athlete.,Olesya Petrova is a highly-skilled athlete.,0.9589077234268188
1844,3723,when you're cold you're more likely to get back injury,you're more likely to get back injury When you're cold ,0.8982312679290771
1845,3724,risk losing their customer base when they raise prices,"Companies who operate in industries where many competitors exist,risk losing their customer base when they raise prices",0.9445704221725464
1846,3725,the use of water increases in tourism season.,water disposal increases in tourism season.,0.9403662085533142
1847,3730,walnut oil helps people who have pains to work better.,walnut oil can help people who have pains to work better,0.9121091961860656
1848,3731,Binge eating is a mental disorder where people eat a large amount in a short period of time.,Many people suffer from a mental disorder where people eat a large amount in a short period of time.,0.9944087862968444
1849,3734,Alcoholic beverages contain large amount of alcohol,Alcoholic beverages do not cause serious damage to the body ,0.9009425044059752
1850,3738,Driving on wet roads is very dangerous.,"when vehicle’s reaction time is much slower, driving is very dangerous.",0.9873966574668884
1851,3739,Chemicals in the brains of people with depression release chemical toxins,People with depression behave differently,0.9638656377792358
1852,3741,Traveling by train can be a great way to visit landmarks,Traveling by train can be a perfect way to see many different sights along the way,0.9276192784309388
1853,3742,people who have lower grades tend to study sports,the university of Saint John provides academic scholarships to students who have lower grades,0.9172351360321044
1854,3743,Painting revolutionized the aspects of artists on modern arts.,Jean Michel revolutionized the aspects of artists on modern arts.,0.9786769151687622
1855,3744,Increased flow of blood might improve brain function,Cocoa might improve brain function,0.98741215467453
1856,3745,The excessive water around the roots eliminates air movement through the soil,Soils that are predominantly clay might suffocate plant roots because the excessive water around the roots eliminates air movement through the soil,0.934785783290863
1857,3748,"If workers do specific tasks, their productivity may fall","If workers do specific tasks, their productivity may fall",0.9386264085769652
1858,3749,Dolphin and monkeys are members of a society.,Dolphin and monkeys plays more than other animals.,0.9462209939956664
1859,3750,coal is used as fuel for steam-electric power generation,the source of light aromatic hydrocarbons for the chemical synthesis industry is used as fuel for steam-electric power generation,0.9505449533462524
1860,3752,Soya beans are high in calcium.,Soya beans can regulate muscle contractions.,0.9459492564201356
1861,3754,Food and drink are waste plastic and non-biodegradable products.,As more tourists arrive there is an increase in waste plastic and non-biodegradable products. ,0.9596841335296632
1862,3755,electrical conductivity is important in building flashing products,high-yield copper is important in building flashing products,0.919361174106598
1863,3759,It is impossible for small businesses to survive by borrowing in a recession,It is impossible for small businesses to survive by borrowing in a recession,0.8892340660095215
1864,3760,It is of enormous importance to hire problem solvers as your staff,It is of enormous importance to hire problem solvers as your staff,0.8932509422302246
1865,3761,Dehydration is the result of sweating.,Working out in a state of dehydration will lead to cell’s insufficiency to synthesize energy.,0.921263873577118
1866,3765,Fuel is used for being lit to provide heat and a flame for cooking.,In some cultures dung from domestic cows or buffalo is routinely collected and dried for being lit to provide heat and a flame for cooking.,0.9559369683265686
1867,3766,smoking make your blood vessels thicker.,smoking make your blood vessels thicker.,0.9166303277015686
1868,3767,Low-GI foods are known to be high in protein.,High protein diets keep your metabolism high while reducing your calorie intake.,0.9055920243263244
1869,3768,Overusing body fat results in obesity.,Cholesterol consumption results in obesity.,0.9482049942016602
1870,3769,Ialybugs are small creatures belonging to a group known as scale insects. They are often found in the soil.,A major culprit in the tree's problem is a virus that is transmitted by small creatures belonging to a group known as scale insects. They are often No conclusionsites of plants.,0.956903338432312
1871,3771,Allicin is a great source of Garlic.,Allicin can be beneficial for your kidneys and blood pressure.,0.9318376779556274
1872,3772,Low levels of insulin can be eneficial for diabetic people,"Due to the soluble fiber beta-glucan, oats can be eneficial for diabetic people",0.904544711112976
1873,3776,Excersing helps you relax,Excersing boosts your confidence ,0.965349555015564
1874,3777,Sugary foods are not suitable for first meal.,Sugary foods are not suitable for first meal.,0.9175044298171996
1875,3778,Providing environmental assistance can maintain and improving human quality of life, Biodiversity plays an important role in maintaining and improving human quality of life,0.9240029454231262
1876,3779,Latex has the potential to become an excellent source of commercial rubber.,Dandelions are weeds that produce a thick liquid which has the potential to become an excellent source of commercial rubber.,0.9999998807907104
1877,3784,Deciduous trees are often planted in front of windows,Deciduous trees are often planted in front of windows  in the summer months to reduce cooling needs,0.949364185333252
1878,3785,"Follicular phase begins when the egg matures and is later released during ovulation, around day 14.","The day that your menstrual flow begins the egg matures and is later released during ovulation, around day 14.",0.969716489315033
1879,3786,Fibers fermented by bacteria help increase aiding digestion.,Fibers fermented by bacteria help increase aiding digestion which plays a major role in human health.,0.9475175142288208
1880,3787,Overexposure to ozone is known to destroy ozone, the rise of stratospheric chlorine levels from chlorofluorocarbon pollution is known to destroy ozone,0.9060709476470948
1881,3789,Enhanced eyesight might come in handy when driving a car,Doing puzzles might come in handy when driving a car,0.9391998052597046
1882,3792,It's possible to remove the sun's rays by simply looking out of the window in houses with good lighting,It's possible to boost alertness by simply looking out of the window in houses with good lighting,0.9799148440361024
1883,3794,The song Life of the Party became popular in US.,Shawn Mendes became popular in US.,0.9730684161186218
1884,3796,The steep slopes trap pollutants ,Tehran mountains trap pollutants ,0.8505769968032837
1885,3797,Cows feed on milk.,Cows provided humans with their required Calcium.,0.9611957669258118
1886,3798,The heliocentric theory helped to create modern astronomy.,Galileo Galilei's observations helped to create modern astronomy.,0.981581449508667
1887,3801,Energy from natural disasters can be recaptured through on-site energy recycling technologies,Significant amounts of energy might be recaptured through on-site energy recycling technologies,0.9226256012916564
1888,3802,single story structures that maximize surface area and heat loss can also be very effective,In warmer climates where cooling is a primary concern single story structures that maximize surface area and heat loss can also be very effective,0.948346734046936
1889,3803,Cholocation can estimate the distance of an object by using the sound echoes that bounce back to them.,Most bats communicate and find their way by making high-frequency noises that can estimate the distance of an object by using the sound echoes that bounce back to them.,0.9599655866622924
1890,3804,the land alongside or sloping down to a river or a body of water smaller than a lake also refers to a stream,the land alongside or sloping down to a river or a body of water smaller than a lake also refers to an artificial ridge of earth intended to retain the water of a river or pond,0.9546721577644348
1891,3805,C cauliflowers are a great source of pain relievers.,Big amount of cauliflowers will cause joint pain.,0.8805215358734131
1892,3806,Light is the signal determines flower when to bloom.,Light is the signal determines flower when to bloom.,0.8909250497817993
1893,3807,So Easter has a different date each year.,So Easter has a different date each year.,0.8620853424072266
1894,3808,U.S. legalization of Marijuana and Cannabis prescription banned narcotic trafficking.,U.S. legalization of Marijuana and Cannabis prescription ruled out several drug lords from performing illegal business.,0.958262026309967
1895,3809, structural unemployment minimizes the mismatch between demand in the labour market and the skills and locations of the workers seeking employment,Macroeconomic policy generally aims to minimize the mismatch between demand in the labour market and the skills and locations of the workers seeking employment,0.9744160771369934
1896,3811,Granular soils including sands and gravels are more resistant to erosion.,Granular soils including sands and gravels  are more compressible.,0.9685996174812316
1897,3812,Saffron farms are located in Khorasan Province.,Foreign visitors are interested in visiting Khorasan Province.,0.9871255159378052
1898,3814,When in a meeting you have to ask questions,"With a mobile app, the customer can quietly place an order when in a meeting",0.9164072275161744
1899,3816,globalization contributes to higher levels of trade,globalization contributes to making an excellent chance for creating a job in a country,0.9125218987464904
1900,3817,"Aerobics, weight bearing, and resistance exercises all can help prevent or at least delay falls.","Aerobics, weight bearing, and resistance exercises all can help in prevention of fracture in postmenopausal women",0.9244104623794556
1901,3818,Overpopulation can harm the natural ecosystem. ,Tourism can act as a vector in  harming the natural ecosystem. ,0.9653262495994568
1902,3819,the electrical signals in the brain can detect people's lies.,a new instrument can detect people's lies.,0.9277862906455994
1903,3821,Children try to alert Tooth fairy.,Children try to alert Tooth fairy.,0.913962423801422
1904,3822,Researches show that anxious people tend to work productively. ,Defensive pessimism is a strategy used by anxious people to work productively. ,0.925059139728546
1905,3823,Conversion of hydrogen into helium produces the heat of the sun.,Conversion of hydrogen into helium shines the stars.,0.9158309698104858
1906,3824,Aramid fibers are the outer layer of bullet-proof armor.,Aramid fibers disallows bullets from penetration.,0.9813244342803956
1907,3825,Unfair treatment can make employees feel ill. ,Unfair treatment can make employees  become tardy or absent because of health problems,0.9360328316688538
1908,3826,Helping people makes them feel better,Helping people makes us feel more productive,0.9790662527084352
1909,3828,It's very important to train your staff to deal with hygiene on a very high level,It's very important to train your staff to deal with hygiene on a very high level if you run a hotel,0.946732223033905
1910,3830,Eating too much salt increases the amount of water in your body.,"Eating too much salt puts strain on your kidneys, arteries, heart and brain.",0.9426881074905396
1911,3831,Higher homicide rates have higher homicide rates ,Countries with higher levels of inequality have higher homicide rates ,0.911750078201294
1912,3833,It takes longer to complete a task when you're multitasking,It takes longer to complete a task when you're multitasking,0.936879575252533
1913,3835,Determining the population size of forest elephants cause trouble.,Determining the population size of forest elephants cause trouble.,0.9360881447792052
1914,3837,Proponents say keto diet reduces blood sugar.,Proponents say keto diet aid people with diabet type 2.,0.9716709852218628
1915,3838,Replacing damaged parts of face helped various people to regain their confidence.,Medical advancement helped various people to regain their confidence.,0.954344928264618
1916,3841,Higher living standards helps to have higher living standards.,The concept of taxation helps to have higher living standards.,0.9321696758270264
1917,3844,I don't like this movie,I don't like this movie,0.9271129965782166
1918,3849,Hypoxia is a health concerns that can strike when travelling by air.,Experts say people should know about health concerns that can strike when travelling by air.,0.9426808953285216
1919,3850,People with a multilingual background have the unique opportunity to apply for a wider range of jobs,Bilinguals have the unique opportunity to apply for a wider range of jobs,0.8858798146247864
1920,3854,Teacher asked Medeo to answer her question.,Medeo was confused.,0.9440836906433104
1921,3855,organic matter is primarily used for high value crops such as vegetables,small lakes which are drained using open ditches and trenches are primarily used for high value crops such as vegetables,0.9447078108787536
1922,3856,Inflation can stimulate the economy,Inflation is a good thing for the economy overall,0.9294580817222596
1923,3858, rusting the infected nail in long-term,being barefoot in public places can result in a discoloration of the infected nail in long-term,0.904048502445221
1924,3859,Regulation in the bowel movements can help regulate laxative properties.,Regulation in the bowel movements can help cure digestive issues.,0.9172139167785645
1925,3860,Anxiety can improve productivity,a short period of sleep during the day can improve productivity,0.9545202255249025
1926,3863,For reducing the risk of heart attack we should eat Curcumin,For reducing the risk of heart attack we should eat Curcumin,0.9281901121139526
1927,3867,"with the breakdown of ozone in the stratospher,there is less ultraviolet radiation","with the breakdown of ozone in the stratospher,ultraviolet radiations are able to reach to the Earth's surface at a higher intensity",0.9350425601005554
1928,3868,Top talents are found in health insurance,Top talents are common with larger companies,0.889497697353363
1929,3869,It is not unusual to have a student who have difficulty with reading comprehension.,"In addition, it is not unusual to have a student who have problems with reading comprehension.",0.8986675143241882
1930,3870,Causing bleeding can lead to hypotension and death,Penetrating a wrong blood vessel can lead to hypotension and death,0.9343209266662598
1931,3871,Persian Gulf experiences all four seasons.,Afghanistan experiences all four seasons.,0.9308533668518066
1932,3872,"Cutting the stomach into two parts, including a very small section at the top, reduces the size of stomach.","One kind of weight loss surgery is done by seNo conclusionting the stomach into two parts, including a very small section at the top.",0.963556468486786
1933,3874,Problems in regulating emotions can lead to loss of friends.,Problems in regulating emotions can lead to sadness.,1.0000001192092896
1934,3875,my friends are gregarious,my friends are gregarious,0.9321020841598512
1935,3876,When we don’t understand the incidents we gossip.,When we don’t understand the incidents we feel more confused and frightened.,0.986257791519165
1936,3879,Anti-inflammatory drugs have been shown to work similarly to ibuprofen.,Olive oil and ibuprofen has been shown to work similarly to ibuprofen.,0.9444751143455504
1937,3882,"In the moon, the seas are dark.","In the moon, the seas are dark.",0.8952586054801941
1938,3883,"If you can't attract new customers, you may not have any business","If you can't attract new customers,you may not have much money to invest in diversification and marketing",0.9414427876472472
1939,3884,Digital transformation could leverage digital technolologies.,First Brick Holdings investments could leverage digital technolologies.,0.9079838395118712
1940,3887,"When treating severe gum disease like periodontits, use of aloe vera gel can reduce inflammation.","When treating severe gum disease like periodontits, use of aloe vera gel could reduces inflammation.",0.9823765754699708
1941,3890,Poverty is parents' illness.,one of the reasons for child labour is parents' illness.,0.9439427256584167
1942,3891,Social inequalities are linked to structural inequalities,Rapid urbanization is linked to social inequalities,0.9281820058822632
1943,3892,An overall lack of engine power in gears is likely to be observed when the fuel filter is dirty,An overall lack of engine power in gears is likely to be observed when the fuel filter is dirty,0.9188883304595948
1944,3894,"to many anarchists, the only form of democracy considered acceptable is a direct democracy","to many anarchists, the only form of democracy considered acceptable is the one where the citizens participate in the decision-making personally",0.9944905638694764
1945,3895,Milk is a great source of potassium.,People who follow a weight loss diet plan can involve Mushrooms  in their meals.,0.9301040768623352
1946,3899, commuting demands money.,working outside the home demands money.,0.9387736916542052
1947,3902,All restrictions on pornography are unconstitutional.,All restrictions on pornography violate the First Amendment.,0.9423774480819702
1948,3903,The environmental impacts of transport systems include urban sprawl., environmental impacts of transport systems include consuming natural habitat and agricultural lands.,0.9673764109611512
1949,3904,"Workers must Keep floors in work areas in a clean and, so far as possible, a dry condition","construction employers must Keep floors in work areas in a clean and, so far as possible, a dry condition",0.9482864141464232
1950,3905,"For small businesses, digital marketing is more suitable than traditional marketing","For small businesses, digital marketing is more suitable than traditional marketing",0.9192025661468506
1951,3906,In adverse economic conditions authorities and officials engage in corruption,In adverse economic conditions authorities and officials engage in corruption,0.902719259262085
1952,3907,deterioration in treatment results in a large majority of disease and mortality,developing countires may not have enough monetary resources which results in a large majority of disease and mortality,0.9309273958206176
1953,3909,Understanding every word in a text is very time consuming.,Understanding every word in a text makes it mundane for the reader.,0.9726981520652772
1954,3910,in the nineteeth century chilbirth often resulted in excessive bleeding,in the nineteeth century chilbirth often resulted in death,0.9402528405189514
1955,3911,the ozone layer is vitally important to life,the absorption of biologically harmful ultraviolet (UV) radiation coming from the sun is vitally important to life,0.9820656776428224
1956,3912,Uninterrupted sunlight is highly time and energy-consuming but enjoyable.,Watching the untouched nature is highly time and energy-consuming but enjoyable.,0.9572181105613708
1957,3915,Most private firms will be subjest to a take over if they don't perform efficiently,Most private firms will be subjest to a take over if they don't perform efficiently,0.8833588361740112
1958,3921,Native British folks were the first Europeans to settle in England.,Native British folks helped Roman soldiers to start families.,0.9182777404785156
1959,3923,Overpopulation will increase the amount of CO2 by the increase in using fossil fuels.,Creating better medical treatment will increase the amount of CO2 by the increase in using fossil fuels.,0.972631812095642
1960,3924,Research has found an association between diets high in animal protein and increased urinary calcium.,Research has found an association between diets high in animal protein and an increase in fractures in bones.,0.9999998807907104
1961,3928,Endorphins are usualy habit-forming.,Watching TV is usualy habit-forming.,0.9641207456588744
1962,3929,Improved medical and pyschological tools can assist in many health problems people face.,Understanding brain wave frequencies could be a vital piece for aiding in many health problems people face.,0.9315431714057922
1963,3934, aluminium was cheaper than steel cars at the time,the first landrover was cheaper than steel cars at the time,0.987625539302826
1964,3935,dox Interactive is a subsidiary of Paradox Interactive,the focus of No conclusiondox Interactive is on mobile video game sales ,0.8913147449493408
1965,3936,Production of metal plows contributed to spurred population growth by 4000 B.C.E.,"by change in agriculture, Metal plows contributed to spurred population growth by 4000 B.C.E.",0.9510917067527772
1966,3938,Airlight container that must be kept warm and left undisturbed so that bacteria can do their work.,The general process for making an anaerobic digester for cow dung starts with placing dung and water in air container that must be kept warm and left undisturbed so that bacteria can do their work.,0.949923574924469
1967,3939,aerosols are more and more used as partial replacements for natural aggregates,"construction, demolition, and excavation waste are more and more used as partial replacements for natural aggregates",0.9451594948768616
1968,3943,Having sponsorship funding helps professional athletes to focus more on the training.,Having sponsorship funding helps professional athletes to get better results.,0.9949468970298768
1969,3944,Self-awareness is capable of learning and it could feel pain,"Scientists view humans as a species of animal, and largely accept that many species (both vertebrates and invertebrate) are capable of learning and it could feel pain",0.9298821687698364
1970,3947,When you feel full you eat oatmeal,"losing weight might become easier ,when you eat oatmeal",0.9312314391136168
1971,3949,most children who play computer games have aggressive behaviour,most children who play computer games have aggressive behaviour,0.8956615328788757
1972,3950,The tsunami in Indonesia took almost 230000 lives.,A large earthquake took almost 230000 lives.,0.9871260523796082
1973,3951,Old people have a mean personality,the main character in the movie has a mean personality,0.947197198867798
1974,3954,The melting of rocks create gravel and sand.,Short freezing and thawing time periods in rocks create gravel and sand.,0.9156140089035034
1975,3955,Battery life is reserved for when and where stationary lights fail,Flashlights or electric lanterns are often reserved for when and where stationary lights fail,0.9624068737030028
1976,3960,Training expert teachers develop a well-rounded workforce.,Training expert teachers enhance the research and development level of a society.,0.9201245903968812
1977,3961,Walter White introduced Jessie Pinkman to the drug market.,Walter White widened the drug market.,0.9384447932243348
1978,3966,The Mediterranean diet is rich in carotenoids,The Mediterranean diet has been shown to boost the good bacteria in your gut,0.9342437386512756
1979,3967,The CD made a big revolution in storing digital data.,Philips and Sony made a big revolution in storing digital data.,0.9412660002708436
1980,3968,goodfellas is  a crime film,goodfellas is  a crime film,0.913385808467865
1981,3969,"When interest rates go up, people tend to put less money into their homes","When interest rates go up, expenditures go down",0.948229968547821
1982,3971,Vitamin A will keep the skin and the lining of some parts of the body healthy.,Oily fish will keep the skin  and the lining of some parts of the body healthy.,0.9618937969207764
1983,3972,"Through technology enhancement, television enabled people to stay sedentary.","Through technology enhancement, television subjected people to overweight.",0.9568857550621032
1984,3974,Most textbooks are rated using the Lexile range.,Most textbooks are rated using a measure of a text's vocabulary and sentences.,0.9681915640830994
1985,3978,Domestic violence can lead to abuse.,Domestic violence has a tremendous effect on the well-being and developmental growth of children.,0.9078698754310608
1986,3979,Sandstone grinds away solid objects in its path as the kinetic energy of the wind is transferred to the ground,The whirling airborne grains grinds away solid objects in its path as the kinetic energy of the wind is transferred to the ground,0.962098240852356
1987,3980,loss of customers could result in losing money,In inventory-intensive industries losing a big customer could result in losing money,0.9314588904380798
1988,3981,Antioxidants have shown surprisingly positive influence in curing patients with giving them hope.,Placebo have shown surprisingly positive influence in curing patients with giving them hope.,0.9640688300132751
1989,3983, grizzly bears or killer whales are the main food sources in the food chain,A food chain is a linear network of links in a food web starting from grass or trees and ending at grizzly bears or killer whales,0.8671260476112366
1990,3984,Geotechnical investigation determines the stratigraphy and relevant physical properties of the soil.,Geotechnical investigation enables better understanding of the site and immediate surroundings.,0.9641268253326416
1991,3985,"PP is a white, mechanically rugged material which has a high chemical resistance.","A white, mechanically rugged material which has a high chemical resistance is often used in packaging and labeling.",0.9903241991996764
1992,3986,Small businesses hesitate to raise cash,Small businesses hesitate to run new operations,0.9079533219337464
1993,3987, irregular heartbeat generates unintentional weight loss and a rapid or No conclusionegular heartbeat.,Overactive thyroid generates unintentional weight loss and a rapid or No conclusionegular heartbeat.,0.8886385560035706
1994,3989,people with high EQs have better relations with other people.,people with high EQs have better relations with other people. .,0.9315764904022216
1995,3990,Bahman Ghayouran developed a method for resolving Migrane permanently.,"Bahman Ghayouran, a prominent Iranian specialist developed a method for resolving Migrane permanently.",0.8594880104064941
1996,3991,Students who plagiarize or engage in academic dishonesty face disciplinary action.,"Students who plagiarize or engage in academic dishonesty face failure on an assignment, grade reduction or course failure, suspension, and possibly dismissal.",0.9868134260177612
1997,3992,"By the decades just before the Civil War of 1860, the demand for cotton increased.","By the decades just before the Civil War of 1860, the cotton production increased tremendously.",0.9684712886810304
1998,3993,Donald Glover has multiple interests,Donald Glover is a multitalented person,0.8843128085136414
1999,3995,The theory of relativity gave birth to the atom bomb.,Albert Einstein gave birth to the atom bomb.,1.0
2000,3996,The removal of the Iranian president ensured western control of Iran's petroleum resources.,28 Mordad coup ensured western control of Iran's petroleum resources.,0.9762112498283386
2001,3998,higher rents can be controlled by providing more houses,homelessness can be controlled by providing more houses,0.9951801300048828
2002,4003,"As prices of our goods go up, demand for our products rises","As prices of our goods go up, unemployment rises",0.923931360244751
2003,4006,Governmental economic managers often fail to deal with the real problem,Governmental economic managers often fail to solve the real problem,0.922699511051178
2004,4007,Green tea is rich in antioxidants,Green tea is known to prevent the development of cancer,0.9609014391899108
2005,4009,Henry Ford introduced the Model T automobile.,Henry Ford revolutionized transportation and American industry.,0.9999998807907104
2006,4011,"When the boss is not available, workers tend to work independently",Chaotic workplaces are observed when the boss is not available,0.9716508388519288
2007,4013,Cleveland’s greatest player ever was LeBron James.,LeBron James guaranteed the victory for Cleveland.,0.906333029270172
