,index,Premise 1,Conclusion,Premise 1_f1
2122,4219,Ptyalin digests starch into a sugar called maltose.,Saliva contains an enzyme which digests starch into a sugar called maltose.,0.9432156682014464
2123,4220,"the architecture principles and practices, for the successful development and execution of strategy, are known as architecture principles","the practice of conducting enterprise analysis, design, planning, and implementation, using a holistic approach at all times, for the successful development and execution of strategy,applies architecture principles and practices to guide organizations through the business, information, process, and technology changes necessary to execute their strategies",0.8785690665245056
2124,4221,Most of the residents of Tehran prefer through Chalus road.,Most of the residents of Tehran prefer through Chalus road.,0.9302671551704408
2125,4223,Consuming sugary drinks often leads to insulin resistance.,Consuming sugary drinks often leads to non-alcoholic fatty liver disease.,0.9270981550216676
2126,4225,Child labour deprives children of their childhood,Poverty and lack of schools are considered the primary cause of deprives children of their childhood,0.9227049350738524
2127,4226,Talking can help people on the world with a clear understanding of each other.,Music can help people on the world with a clear understanding of each other.,0.9408695697784424
2128,4227,The peak flow meter measures the amount of air he is able to push out of his lungs that can help him realize he is having a problem before he feels it.,She advised David's parents to use a special device that measures the amount of air he is able to push out of his lungs that can help him realize he is having a problem before he feels it.,0.9827359318733216
2129,4228,Most bankrupt companies have leaders who lack vision,Most bankrupt companies have leaders who lack vision,0.9484462141990662
2130,4231,Chocolate is a long metabolic process that produces chemical changes in cacao seeds.,They found that a long metabolic process that produces chemical changes in cacao seeds through the action of enzymes followed by roasting at a moderate temperature creates an aroma closest to chocolate in the seeds.,0.8789599537849426
2131,4232,life gets much easier with education,life gets much easier with education,0.9433685541152954
2132,4234,William Henry Avery was a member of the Republican Party.,William Henry Avery was aligned with more brutal approach in international politics.,0.9500211477279664
2133,4235,The person loses large amounts of body water and salt in perspiration.,The person loses large amounts of body water and salt in one of the body’s defenses against heat.,0.9905015230178832
2134,4236,bald eagle is U.S. national animal,bald eagle is U.S national animal,0.8712995648384094
2135,4238,HIV increases the muscle mass of people,HIV increases the risk of mobility restrictions,0.921700358390808
2136,4239,"Visual perception such as seeing and hearing, memory, emotions. ","Many females tend to have a higher ratio of sensory perception such as seeing and hearing, memory, emotions. ",0.9245478510856628
2137,4240,Fasting is known to stimulate the immune system,Fasting is known to prevent the development of chronic conditions,0.9461816549301147
2138,4241,Calorie reduction is a great way to help you reach your weight loss goals.,Lifting weights is a great way to help you reach your weight loss goals.,0.904788613319397
2139,4243,Reading aloud to students can provide context.,Reading aloud to students can push students for deeper thought around a big idea.,0.9169968366622924
2140,4244,The strength of acids and bases is measured with paper that have color indicators.,The strength of acids and bases is measured with paper that have color indicators.,0.9233464002609252
2141,4246,Liquid gas can exist in equilibrium with its bulk liquid at a pressure that is higher than atmospheric pressure,"Usually, the gas in aerosol sprays can exist in equilibrium with its bulk liquid at a pressure that is higher than atmospheric pressure",0.9453727006912231
2142,4247,"People used only their memory to call to mind birthdays, names, phone numbers, addresses, and important dates.","Just a couple of generations age, people used only their memory to call to mind birthdays, names, phone numbers, addresses, and important dates.",0.9680405259132384
2143,4248,Safran is popular among foreign people.,Ghormeh Sabzi is popular among foreign people.,0.926362931728363
2144,4249,"When there is less work to do, companies tend to hire few people to operate the machine.","when only one person can do many people’s work, companies are hiring few people to operate the machine.",0.9246657490730286
2145,4250,Social isolation negatively impact safety levels,Higher rates of criminal activity negatively impact safety levels,0.8958737850189209
2146,4251,A successful marketing strategy begins with understanding your competitors,Taking some time to analyze your competitors is the first step in setting up a successful marketing strategy,0.9027479887008668
2147,4253,The Communist Party collapsed the Soviet Union.,Allowing elections with a multi-party system collapsed the Soviet Union.,0.9383410811424256
2148,4254,People who are able to control their temper and keep their heads straight are called on,It best to ensure that you employ people that are able to control their temper and keep their heads straight if they're yelled on,0.9188814759254456
2149,4259,Poverty can be caused by inadequate access to clean water and nutritious food. ,Illegal immigration may be caused by inadequate access to clean water and nutritious food.,0.950505256652832
2150,4262,Luteinizing hormone is a kind pf hormone which trigger the egg’s release.,"Once the egg is mature, your body releases a surge of a kind pf hormone which trigger the egg’s release.",1.0
2151,4263,Vitamin A help the body's natural defense against illness.,Cheese help the body's natural defense against illness.,0.9800316095352172
2152,4265,"Researches has shown that when you are watching TV, your higher brain regions shut down.","Researches has shown that when you are watching TV, your higher brain regions shut down and the higher brain regions experience atrophy due to lack of usage.",0.9777544140815736
2153,4266,Cold currents approach the land or cold water upwellings rise from the ocean depths,Coastal deserts are mostly found where cold currents approach the land or cold water upwellings rise from the ocean depths,0.9524850845336914
2154,4267,Recycling is considered as one of the best solutions to reduce trash load,Recycling is considered as one of the best solutions to help in environment protecting,0.9643373489379884
2155,4271,Bananas are a great source of Bananas,Eating more Bananas repeatedly been linked to lower body weight and weight loss,0.9124818444252014
2156,4274,Successful restaurants tend to attract new customers,Customers will usually return to successful restaurants,0.903605818748474
2157,4621,Successful restaurants tend to attract new customers,Customers will usually return to successful restaurants,0.903605818748474
2158,4276,Climate change contribute to global greenhouse gas emissions,Summer holidays contribute to global greenhouse gas emissions,0.9148203730583192
2159,4277,Violence can have a higher possibility of violence and breaking law. ,Patients with Circadian rhythm disturbances can have a higher possibility of violence and breaking law. ,0.9329124093055724
2160,4278,"In 1839, German physicist and meteorologist, Heinrich Wilhelm Dove, unveiled a remarkable phenomenon.","In 1839, German physicist and meteorologist, Heinrich Wilhelm Dove, unveiled a remarkable phenomenon that is the space the brain attempts to correct the difference, between the two frequencies being heard.",0.9703729748725892
2161,4279,"nowadays, teachers have more advanced skills in teaching math","nowadays, teachers have more improved skills in teaching math",0.9062439799308776
2162,4281,tiny plastics are tiny plastics.,tiny plastics can move into tissues and organs.,0.9083468317985536
2163,4284,Children who are going through divorce may experience isolation,Children whose family is going through divorce may experience isolation,0.8875098824501038
2164,4286,Daffodil is a lovely symbol of early spring.,Daffodil could be a lovely symbol of hope for cancer patients.,0.9369162321090698
2165,4288,Japanese players are highly admired by Japanese players.,Nintendo is highly admired by Japanese players.,0.932595193386078
2166,4291,"Hormone changes can lead to anxiety, depression, panic attacks, obesity, fibromyalgia, eating disorders, chronic pain, migraines, and alcohol abuse.","Hormone changes are often attributed to anxiety, depression, panic attacks, insomnia, obesity, fibromyalgia, eating disorders, chronic pain, migraines, and alcohol abuse.",0.970469057559967
2167,4293,Income inequality makes you feel alienated. ,Income inequality makes you less likely to build relationships ,0.9276793003082277
2168,4295,Food item is potentially in-season throughout the year in the factory farming process,Each food item is potentially in-season throughout the year in the factory farming process,0.9262173175811768
2169,4296,Combining water with a cementitious material reduces the amount of water in the aggregate,"Combining water with a cementitious material ,glues the aggregate together, fills voids within it, and sets it up to flow more freely,by the process of hydration",0.9315633773803712
2170,4297,The world must have a creator.,The world must have a creator.,0.9398235082626344
2171,4301,Side effects of eating too much onion might cause pain in the abdomen, Side effects of eating too much onion might contribute to nausea,0.9203281402587892
2172,4302,Floods are powered only by sail and oars,"At the other extreme, two-thirds of the undecked boats are powered only by sail and oars",0.9330617189407348
2173,4303,The asteroid impact wiped dinosaurs off the earth.,The asteroid impact wiped dinosaurs off the earth.,0.9109703302383424
2174,4305,The Jet engine made a huge impact in fuel combustion efficiency.,Mazda made a huge impact in fuel combustion efficiency.,0.9387986063957214
2175,4306,Microsoft introduced Office with remarkably high comfort.,Microsoft assisted users on pursuing their tasks with remarkably high comfort.,0.9104986786842346
2176,4308,car accidents can lead to stress. ,car accidents can lead to post-traumatic stress ,0.8963788747787476
2177,4310,Plastics can lead to environmental pollution.,Burning of plastic in the open air can lead to environmental pollution.,0.9488722681999208
2178,4311,greenhouse gases are serious problems for the earth and every living being.,greenhouse gases are serious problems for the earth and every living being.,0.9102120399475098
2179,4312,Polluted air can cause nasal congestion.,"Polluted air can cause nasal congestion, runny nose, itchy or watery eyes, chest congestion, cough, wheezing, labored breathing, and shallow breathing.",0.9745612740516664
2180,4314,Water vapor freezing forms snow.,Water vapor freezing forms snow.,0.9224756360054016
2181,4315,"calcium chloride, calcium nitrate and sodium nitrate are known to be a great source of calcium","calcium chloride, calcium nitrate and sodium nitrate speed up the hydration (hardening) of the concrete",0.9120498299598694
2182,4317,Researchers say flavonoids can reduce your risk for cancer and heart disease.,Researchers say apples and green tea can reduce your risk for cancer and heart disease.,0.9651698470115662
2183,4318,Turning trees to charcoals could cause the climate to change.,Turning trees to charcoals could cause the climate to be dried in that area.,0.9550479054450988
2184,4320,Watermelob is a great source of watermelob.,Watermelob can ease constipation.,0.8962159156799316
2185,4321,loss of ozon layer changes the ecosystem,CFC gas emmission changes the ecosystem,0.927904725074768
2186,4322,Tour guides normally are able to provide up-to-date factual information and answer any questions that you have about the site/attraction,Tour guides normally are able to provide up-to-date factual information and answer any questions that you have about the site/attraction,0.959441065788269
2187,4324,"The monopoly of patents,gave rise to the pace of technological development","In return for publicly revealing the workings of an invention the patent system,gave rise to the pace of technological development",0.931291162967682
2188,4326,In many cultures some bats species are associated with blood.,In many cultures some bats species are symbols of death and darkness.,0.919371485710144
2189,4327,Improved handgrip strength can help reduce joint pain and swelling from rheumatoid arthritis.,Olive oil can help reduce joint pain and swelling from rheumatoid arthritis.,0.9037995934486388
2190,4328,Musculoskeletal diseases are caused by lack of exercise,A large percentage of americans suffer from musculoskeletal diseases,0.9162261486053468
2191,4331,Small business owners tend to be multitasking,Small business owners can’t give enough attention to important aspects,0.8940418362617493
2192,4335,"If you’ve been diagnosed with celiac disease, your immune system is too weak to fight off other diseases.","If you’ve been diagnosed with celiac disease, you’ll need to avoid bread and bread crumbs, wheat berries, wheat tortillas, pastries, muffins, cookies, cakes, and pies with wheat crust, wheat-based pastas, wheat-based crackers, cereals that contain wheat, beer, soy sauce.",0.8151282668113708
2193,4336,poepole enjoy walking in autumn.,poepole enjoy walking in autumn.,0.9010332822799684
2194,4337,People who are addicted to technology feel uncomfortable in face-to-face communication.,In cases of excessive technology use there is a possibility of feeling uncomfortable in face-to-face communication.,0.9674184322357178
2195,4338,"Being the target of racist acts, or even just seeing or hearing about them, can make them feel uncomfortable. ","Being the target of racist acts, or even just seeing or hearing about them, can make them feel unsafely in society.",0.9595100283622742
2196,4339, innate ability is a sign of intelligence.,Infants are born with an innate ability.,0.8915963172912598
2197,4342,Working hard increases the pressure of the lungs.,Working hard increases draw oxygen into the body and expel carbon dioxide and other waste gases.,0.9200232625007628
2198,4343,Weak work performances can lead to discrimination,discrimination at workplace results in weak work performances,0.9255591630935668
2199,4344,Wood is a great source of resistance to stress.,Wood resist noticeable tensile stresses.,0.8805133104324341
2200,4348,The identity of individuals and societies may begin to weaken. ,Globalization is often said to have a negative effect on the strength of identity of individuals and societies may begin to weaken.,0.9598878026008606
2201,4350,Interactive multimedia can help learners in many ways,interactive multimedia can help learners in many ways,0.8788712620735168
2202,4353,Green cement is a cementitious material that is a more sustainable construction material,Green cement is a cementitious material that meets or exceeds the functional performance capabilities of ordinary Portland cement and is a more sustainable construction material,0.8954379558563232
2203,4356,Floods created avalanche in Alaska.,Heavy snowing created avalanche in Alaska.,0.922291338443756
2204,4357,Urban sprawl negatively influences liveabilit,Urban sprawl negatively influences liveabilit,0.8870487809181213
2205,4360,R. Plega has an obstacle in developing his work,R. Plega has an obstacle in developing his work,0.8690774440765381
2206,4361,Children often learn better in diverse classrooms,Children often learn better in diverse classrooms,0.9085552096366882
2207,4362,having high concentration is very important in becoming sucessfull in business,having high concentration is very important in becoming sucessfull in business,0.9105584025382996
2208,4364,the coast forms the boundary between the land and the ocean or a lake,the coast forms the boundary between the land and the ocean or a lake,0.9347350597381592
2209,4366,Unemployment can arise a social crisis. ,Long-term automation can arise a social crisis.,0.9724648594856262
2210,4367,Urban renewal can revitalise depressed cities,Hosting international events can revitalise depressed cities,0.944754958152771
2211,4370,Improved transport links from ports to land routes and airport will make many adventures and antic available to tourists.,Improved transport links from ports to land routes and airport will make many adventures and antic available to tourists.,0.9364794492721558
2212,4372,vertical farming technologies allow for more efficient use of land,vertical farming technologies are less disruptive to the native plants and animals,0.9240013360977172
2213,4374,Marketing has been known to positively impact the profit of a business,Marketing has been known to positively impact the profit of a business,0.8984718322753906
2214,4375,My nephew is a good kid to his parent,My nephew is a good kid to his parent,0.8993144035339355
2215,4376,Being able to solve puzzles gives you a great advantage in the workforce,Solving puzzles gives you a great advantage in the workforce,0.970302164554596
2216,4380,we had been saving our money for the whole year in 2008,we had been saving our money for the whole year in 2008,0.9052460193634032
2217,4382,The lack of vegetation exposes the unprotected surface of the ground to erosion,The lack of vegetation exposes the unprotected surface of the ground to a reduction in elevation and in relief of landforms and of landscapes,0.9607406258583068
2218,4383,A lot of condensation is always associated with mold spores,A lot of condensation is always associated with potential growth of mold spores,0.951477348804474
2219,4385,Red and white blood cells are the main sources of nitrites.,nuts will help the body with producing red and white blood cells.,0.9172481298446656
2220,4387,Some U.S. states require contractors to pass a written test and have minimum levels of insurance,"No matter what kind of training a carpenter has had, some U.S. states require contractors to pass a written test and have minimum levels of insurance",0.9210262298583984
2221,4389,It is difficult for small businesses to raise enough cash,It is difficult for small businesses to promote new items,0.9006192088127136
2222,4393,Mark Hamill’s sinister voice urged producers to cast him in animated series.,Mark Hamill’s sinister voice urged producers to cast him as Joker in animated series.,0.9342054724693298
2223,4394,Water is the most abundant substance in living systems.,The most abundant substance in living systems makes up 70% or more of the weight of most organisms. ,0.90735524892807
2224,4395,Dark Knight Trilogyis oriented based on philosophy and physcological manipulations.,Dark Knight Trilogyis is oriented based on philosophy and physcological manipulations.,0.9284026622772216
2225,4396,using plastic handbags is harmful,using plastic handbags is not good for our planet,0.9477758407592772
2226,4401,Collision of small bits of ice form lightnings.,Collision of small bits of ice form lightnings.,0.933651089668274
2227,4402,Diego Maradonna was one of the most outstanding players of the competition,Diego Maradonna led Argentina to the worldcup championship,0.9303866028785706
2228,4403,Agent 47 is trained as a professional assassin.,Agent 47 is trained as a professional assassin.,0.8723477721214294
2229,4404,The retirement of Sir Alex Ferguson brought back the Champions league.,Sir Alex Ferguson brought back the success to Manchester United.,0.8923144340515137
2230,4410,Changes in the amount of water in your body makes the blood pressure happens.,Eating too much salt makes the blood pressure happens.,0.9508987069129944
2231,4411,Internet is of enormous importance to multi-national companies,Internet is of enormous importance to multi-national companies,0.908784031867981
2232,4414,Janet made jury execute wrong decision on the case.,Janet made jury execute wrong decision on the case.,0.9067053198814392
2233,4416,Sunnier days are when sunlight is at its highest level,Most people feel happier when sunlight is at its highest level,0.9331123232841492
2234,4418,Environmental regulations in developed countries have reduced the use of fossil fuels.,Environmental regulations in developed countries have reduced personal car use.,0.9575087428092957
2235,4419,Peppermint oil is a great source of olive oil.,"Peppermint oil is sometimes used to improve stomach pain, bloating, gas, and other unpleasant symptoms.",0.8507789373397827
2236,4420,"People on gluten-free diets are actually filling their body with sugar, unhealthy oils and refined grains.","People on gluten-free diets are actually filling their body with sugar, unhealthy oils and refined grains.",0.9194350242614746
2237,4421,"At high concentrations, inhalation of chloroform can damage the respiratory system.","At high concentrations, inhalation of chloroform can occures death.",0.9679651260375975
2238,4422,Lesions in the lips are often diagnosed as anemia.,Lesions in the lips are often diagnosed as a sign of lack of iron in the body.,0.9768704771995544
2239,4423,Low blood sugar might result in shakiness or No conclusionegular heartbeats.,Taking onion along with diabetes medications might result in shakiness or No conclusionegular heartbeats.,0.9107587933540344
2240,4425,it is important to prevent rejection,it is important to prevent shaking your confidence,0.9421184062957764
2241,4427,so big amount of wholegrains are in the stomach.,so big amount of wholegrains will probably cause vomiting.,0.8944288492202759
2242,4428,Michael Jackson was one of the greatest cultural icons,Jackson is one of the greatest cultural icons,0.8966305255889893
2243,4430,The euro is a currency of the European Union,The euro encourages trade within the eurozone,0.9076918959617616
2244,4431,Improved dental health improved.,During the fourteenth and fifteenth centuries dental treatment improved.,0.9118746519088744
2245,4433,William Dixon Maddren was a member of the American soccer team.,William Dixon Maddren underwent hard training sessions and educations.,0.9178805947303772
2246,4435,You're more likely to get lost when using public transportation in bigger cities,You're more likely to get lost when using public transportation in bigger cities,0.930779755115509
2247,4436,exercising releases endorphins,exercising helps decrease stress,0.9445192813873292
2248,4441,"In a geyser, water's pressure rises.","In a geyser, water's pressure builds up and forcing the superheated water to burst the surface.",0.9232733249664308
2249,4442,The exchange of information between participants occurs when the exchange of technology between participants includes the use of technology.,"Transmission of signs, signals, messages,etc, by wire, or electromagnetic systems occurs when the exchange of information between participants includes the use of technology.",0.9476832151412964
2250,4443,higher levels of pollution result in bigger amount of pollution,highways in comparison to normal roads bear more traffic resulting in bigger amount of pollution,0.9236429333686828
2251,4444,The europe 2020 strategy has components to promote tourism,The europe 2020 strategy has components to find solutions to particular tourism related societel challenges,0.8831465840339661
2252,4445,cooking acidic foods in aluminium pans increases the acidity,cooking acidic foods in aluminium pans has a link with Alzheimer’s disease,0.927098274230957
2253,4451,Sleep loss can lead to impaired judgment., Sleep loss can lead to a reduction in tendency to think positively.,0.9419387578964232
2254,4454,light disrupts circadian rhythm.,light can have direct effect on human health.,0.8994740843772888
2255,4455,And we should avoid doing so),Gender stereotype signals can be seen as a fact by children. (And we should avoid doing so),0.85009765625
2256,4461,"Endorphins reduce feelings of pain, it also help people feel more happy and peaceful.","Physical activity is also known to increase the release of a chemical that reduce feelings of pain, it also help people feel more happy and peaceful.",0.9811494946479796
2257,4464,"Medias like Tv, magazines and social medias are known to be high in self-esteem.","Scientists believe that Medias like Tv, magazines and social medias are main reasons of eating disorders.",0.9540076851844788
2258,4465,Gaining extra weight is associated with fructose,Gaining extra weight is a common effect of consuming sugar-sweetened drinks,0.9352921843528748
2259,4466,Talk therapy can help Mst U.S. Teens ,Talk therapy can help Mst U.S. Teens ,0.9028388857841492
2260,4469,Ginger may drastically lower Blood Sugars.,Having powerful anti-diabetic properties may drastically lower Blood Sugars.,1.000000238418579
2261,4472,"When we stay awake all night, body tends to become fat","When we stay awake all night, body tends to become fat",0.9273284673690796
2262,4474,Translating Stanis?aw Lems works is difficult because of the lack of proper space,Translating Stanis?aw Lems works is difficult because of creations of new words in them,0.9227429628372192
2263,4477,Overpopulation rises the infectious diseases.,Terminating cats on the streets rises the infectious diseases.,0.951145887374878
2264,4478,Dental professionals say after eating people should use a toothbrush or other device to clean the teeth.,Dental professionals say after eating people should use a toothbrush or other device to clean the teeth.,0.898084819316864
2265,4480,Aunt Joan has a college degree.,Aunt Joan has a college degree.,0.9177891612052916
2266,4481,Sanandaj Iraqi troop’s siege during the war resulted in the invasion of Iran.,Sanandaj Iraqi troop’s siege during the war.,0.8707690834999084
2267,4484,the use of fertilizers favours those species that are more efficient,the use of fertilizers favours those species that are able to benefit from the added nutrients,0.8960387706756592
2268,4485,More tense competition can lead to more tense competition,Often privatisation of state-owned monopolies occurs alongside more tense competition,0.8982322812080383
2269,4486,Researchers have also discovered that some species of cone snails produce a fast-acting form of insulin called insulin.,Researchers have also discovered that some species of cone snails produce a fast-acting form of a peptide hormone produced by beta cells of the pancreatic islets; it is considered to be the main anabolic hormone of the body.,0.9905397891998292
2270,4487,Driving increases the risk of accident for people who drive,antihistamine use increases  the risk of accident for people who drive,0.9471250176429749
2271,4489,The lamp is a device that produces visible light from electric current and is essential to modern society,The most common form of artificial lighting is a device that produces visible light from electric current and is essential to modern society,0.9563450217247008
2272,4492,Being a tourist can help you with improving your social skills,being a tourist can help you with improving your social skills,0.944926917552948
2273,4493,Targeted investment in transnational maritime routes and their connection will increase the income from new investments.,Targeted investment in transnational maritime routes and their connection will increase the income from new investments.,0.90793114900589
2274,4495,"When you give responsibilities to your children, they become more obedient","When you give responsibilities to your children, you improve discipline",0.9486334323883056
2275,4496,Soluble fiber slows down digestion and helps you feel full faster.,Soluble fiber slows down digestion and helps you feel full faster.,0.8796064257621765
2276,4501,Carbohydrates that have been cooked for a long period of time are known to contain high levels of fructose.,People with diabetes shouldn’t consume carbohydrates that have been cooked for a long period of time.,0.9026504755020142
2277,4503,Computer hackers can get access to personal information of users.,Computer hackers can get access to personal information of users.,0.944323480129242
2278,4504,loss of jobs will lead to decline in social stability. ,increasing tourism will lead to decline in social stability.,0.9337691068649292
2279,4505,Ketone levels and track how the diet is working for them.,A weight loss app allows users to measure their ketone levels and track how the diet is working for them.,0.9301140308380128
2280,4507,Sleep-deprived people are more likely to have poor job performance.,Sleep-deprived people are more likely to have poor job performance.,0.9628591537475586
2281,4510,Bone loss can be more common after menopause due to lower levels of estrogen.,Osteoporosis can be more common after menopause due to lower levels of estrogen,0.9321240782737732
2282,4511,Many alcoholics are likely to have financial strains,Many alcoholics are likely to have financial strains,0.9130492210388184
2283,4514,The leaves of dandelion are known to contain diuretic.,The leaves of dandelion increases urine production and fluid removal from the body.,0.9644575119018556
2284,4515,Cortisol increases your blood pressure,Exposure to stress increases your blood pressure,0.9466779232025146
2285,4517,Amyloid is associated with an increased risk of Alzheimer’s disease.,Juli Engel was delighted when a neurologist recommended a PET scan to determine whether the protein clumps associated with an increased risk of Alzheimer’s disease was accumulating in her mother’s brain.,0.9612213969230652
2286,4524,Installing offshore windmills are far more complex than on land,Installing offshore windmills are far more complex than on land,0.9112953543663024
2287,4526,Oman sailors were the first Europeans to sail across the Atlantic Ocean.,Oman sailors played a key role in the rise of maritime silk road.,0.8877968788146973
2288,4528,Razor blades assist men in experiencing smooth shaving.,Phillips assists men in experiencing smooth shaving.,0.9579954147338868
2289,4529,"C caterpillars, gypsy moths and grubs are food for birds.","Rose-Breasted Grosbeak loves to hunt caterpillars, gypsy moths and grubs for its dietry.",0.9161906838417052
2290,4534,Sleep helps to reduce inflammation in arteries,Sleep helps to  maintain blood pressure and sugar levels as well as inflammation control,0.9283958077430724
2291,4535,smoking increases blood pressure,smoking makes your heart work harder than normal,0.8562520146369934
2292,4543,Fallopian tubes are places where the sperm may live for around 24 hours before it can no longer be fertilized.,The sperm may live for around 24 hours before it can no longer be fertilized.,0.9344171285629272
2293,4544,The buildup of hard deposits in your arteries buildup increases your risk for heart disease and stroke.,High levels of triglycerides are linked to the buildup of hard deposits in your arteries buildup increases your risk for heart disease and stroke.,0.9164721369743348
2294,4545,High blood pressure increases the risk of heart failure,High blood pressure causes abnormal function in the heart,0.9381270408630372
2295,4546,"Multiple eggs are called fraternal multiples, like twins.","People may have fraternal multiples, like twins.",0.9068177938461304
2296,4547,Parliamentary systems have the right to dismiss a Prime Minister at any point in time by a Vote of No Confidence,Parliamentary systems have the right to dismiss a Prime Minister at any point in time by a Vote of No Confidence where the legislature decides whether or not to remove the Prime Minister from office by a majority support for his or her dismissal,0.9192110896110536
2297,4550,An inland port allows a ship to sail from the ocean inland to the port to load or unload its cargo,An inland port allows a ship to sail from the ocean inland to the port to load or unload its cargo,0.9538059830665588
2298,4551,"Plankton is where the Queen bee, the worker bee and the drone live.","Bees live in places where the Queen bee, the worker bee and the drone live.",0.9652827978134156
2299,4552,Lack of cheese maybe would lead to lack of vitamin B12.,Lack of cheese maybe would lead to vitamin B12 deficiency anaemia.,0.921652615070343
2300,4553,It is possible to keep customers satisfied by following through with promises,It is possible to keep customers satisfied by following through with promises,0.9081177711486816
2301,4554,Blackhands murder of Franz Ferdinand sparked the Spanish–American War.,Blackhands murder of Franz Ferdinand pioneered the First World War.,0.887344241142273
2302,4557,travellers tend to be sociable,travellers tend to be outgoing,0.90661358833313
2303,4559,Floods carry water a couple of feet high and lash it ashore,Hurricanes carry water a couple of feet high and lash it ashore,0.9470784068107604
2304,4560, vaporizes the water,Reactivity vaporizes the water,0.9214054346084596
2305,4562,Spending time at traffic lights increases the amount of carbon dioxide in the atmosphere.,For reduction of the effect of air pollution you shoud limit spending time at traffic lights.,0.911746859550476
2306,4563,outdated vehicles are the source of air pollution,outdated vehicles are the source of air pollution,0.9271278381347656
2307,4564,Unacceptable behavior turned Stanley into repulsive lunatic.,The ancient mask turned Stanley into repulsive lunatic.,0.9519983530044556
2308,4567,People not to give up on their lives.,Athena helped people not to give up on their lives.,0.9036734700202942
2309,4568,diving can change the local ecology. ,most tourists of Pacific ocean can change the local ecology. ,0.9852882027626038
2310,4573,Kids who are rejected by their parent have difficulty forming friendships.,Kids who are rejected by their parent have difficulty forming friendships.,0.9455021619796752
2311,4574,Antioxidants are useful for curing immune response to something in surroundings that's harmless,Allergen immunotherapy is useful for curing immune response to something in surroundings that's harmless,0.937514066696167
2312,4575,Production of labor force changes with the effects of war.,drastic loss of life deriven from economical problems changes with the effects of war.,0.9689059257507324
2313,4576,eggs contain a large amount of Thiamin.,egg can help you  keep the nervous system healthy.,0.9067699313163756
2314,4577,The Watergate scandal made Nixon to resign the presidency.,Two young journalists made Nixon to resign the presidency.,0.9999999403953552
2315,4578,Depression usually leads to stress,Depression usually leads to weight loss,0.935494601726532
2316,4579,Lord of Riverrun ordered the arranged marriage.,Lord of Riverrun set a trap to eliminate Stark family.,0.9185519814491272
2317,4583,Hepatitis destroys the liver.,Hepatitis destroys an oregon which helps clean the blood and fight infection.,0.9867302179336548
2318,4586, relaxing music can help you relax. , relaxing music can alleviate stress .,0.9338110089302064
2319,4589,"Exercising becomes difficult, when there is too little water in the body","Exercising becomes difficult, when there is too little water in the body",0.915231466293335
2320,4595,Bone loss helps maintain bone strength throughout your lifetime.,Getting enough vitamin D helps maintain bone strength throughout your lifetime.,0.940978705883026
2321,4601,I'm going to stay at my sister's this weekend,I'm going to stay at my sister's this weekend,0.9277463555336
2322,4602,Farmers raise their animals to early mating.,Farmers luring their animals to early mating.,0.9142473936080932
2323,4603,Different meanings signal different meanings.,Body language in different cultures signal different meanings.,0.9502099752426147
2324,4605,"When employees feel alienated, it lessens the satisfaction level of the situation. ","When there is gender inequality happening at the workplace,  it lessens the satisfaction level of the situation.",0.9301160573959352
2325,4607,"Developing proper responses to stressful situations may help improve your mood, memory, and learning ability.","Distinct taste and aroma, may help improve your mood, memory, and learning ability.",0.934413492679596
2326,4609,Musical perfection is genetic vocal perfection.,Mohammad Reza Shajarian has genetic vocal perfection.,0.9032405614852904
2327,4611,Spring is when the opposite happens.,Tornado seasons are during spring.,0.8761293888092041
2328,4612,It might get hard for small companies to gain bigger benefits when they grow their business,It might get hard for small companies to gain bigger benefits when they want to grow their business,0.9009969830513
2329,4613,The economic crisis made their lives intolerable,The economic crisis made their lives intolerable,0.9024007320404052
2330,4616,Ayatollah Mirza Hassan Shirazi banned tobacco.,Ayatollah Mirza Hassan Shirazi made Nasereddin Shah to cancel the concession granted to the imperial tobacco company.,0.9476020336151124
2331,4617,Heat stress is losing large amounts of body water and salt in perspiration.,Heat stress is losing large amounts of body water and salt in perspiration.,0.9999998807907104
2332,4619,Reading books helps you to express yourself,Reading books helps you to succeed in your profession,0.9382062554359436
2333,4620,Decomposition by microorganisms can cause climate change.,Decomposition by microorganisms can cause climate change.,0.9403981566429138
2334,4622,"in Monsoon Asia and South-East Asia,farming is practiced to satisfy family or local needs alone, with little left over for transport elsewhere","in Monsoon Asia and South-East Asia,farming is practiced to satisfy family or local needs alone, with little left over for transport elsewhere",0.9070786237716676
2335,4625,hamid is going to buy cigarettes,hamid is going to buy cigarettes,0.9021517634391784
2336,4627,dolphins should have two gills.,dolphins should have two gills.,0.8495946526527405
2337,4628,It’s best to use iron supplements before breakfast.,It’s best to use iron supplements before breakfast.,0.9391381740570068
2338,4629,Meteorologists have a detailed view of the weather.,Meteorologists warns us about possible natural disasters.,0.9186740517616272
2339,4633,Burning muscles contributes to weight loss,Losing your appetite contributes to weight loss,0.9538500905036926
2340,4634,"Since the Industrial Revolution,the proportion of people working in agriculture has steadily fallen","Since the Industrial Revolution,the proportion of people working in agriculture has steadily fallen",0.9079150557518004
2341,4636,exergaming has a direct impact of person's life span,exergaming has a direct impact of person's life span,0.9132118225097656
2342,4637, underground is associated with higher density,placing the station underground is especially important in high-density urban precincts,0.8823549151420593
2343,4638,A central bank may back the local currency by its holdings of a foreign currency,A central bank may back the local currency at a fixed rate by its holdings of a foreign currency,0.9195306301116944
