,Unnamed: 0.1,Unnamed: 0,Premise 1,Premise 2,Conclusion,Premise 1_f1,Premise 2_f1,index
1765,1746,1320,Overusing liver or liver pâté may cause danger of having weak bones.,Weak bones especially if you're not a man.,Over using liver or liver pâté may cause danger of having weak bones especially if you're not a man.,0.8947516083717346,0.8758242726325989,3533
1766,1747,1321,AGEs areCompounds which are formed by reactions between sugar and protein in the body.,Compounds which are calledAGEs are suspected to play a key role is skin aging.,Compounds which are formed by reactions between sugar and protein in the body are suspected to play a key role is skin aging.,0.9820898175239564,0.9478399753570556,3535
1767,1748,835,Good customer service is vital to good customer service,Clearly written directions and manuals are vital to good customer service,Clearly written directions and manuals are vital to good customer service,0.9446765184402466,0.9284344911575316,3537
1768,1749,1322,In rural Honduras nearly all houses are built of adobe.,In rural Honduras nearly all houses are built of adobe.,In rural Honduras nearly all houses are built of adobe.,0.9232717156410216,0.8530387878417969,3540
1769,1750,836,Clean energy contributes to the lowering of the air pollutant levels,Smart planning used in future cities will include solar panels,Smart planning used in future cities will contribute to the lowering of the air pollutant levels,0.9371508359909058,0.9296064972877502,3542
1770,1751,2278,Conflict can hurt your relationships. ," lack of the ability to regulate your emotions appropriately, lead to depression. "," lack of the ability to regulate your emotions appropriately, hurt your relationships. ",0.9457887411117554,0.9789692163467408,3543
1771,1752,358,Cranberry growing has raised some environmental concerns like water whould be polluted by chemical.,Water whould be polluted by chemical.,Cranberry growing has raised some environmental concerns like water whould be polluted by chemical.,0.9415745735168456,0.9171001315116882,3545
1772,1753,1323,Vitamin D helps absorb calcium.,Sunlight helps absorb calcium.,Sunlight helps absorb calcium.,0.9793440699577332,0.913752019405365,3548
1773,1754,359,Brexit means coming out of the European Union.,The European Union is a member of free business amongst European nations.,Brexit means coming out of free business amongst European nations.,0.94635009765625,0.9287926554679872,3549
1774,1755,837,Workers in Google company are more efficient.,Workers who spend more time with their families are happier and more productive.,Workers in Google company are happier and more productive.,0.8961143493652344,0.9328407049179076,3550
1775,1756,360,Having cash in your bank will allow you to make investments,Financial planning will allow you to manage your capital needs,Financial planning will allow you to make investments,0.9348469376564026,0.939752995967865,3553
1776,1757,2279,Robber is aggressive insect predator.,Dasypogoninae is a genus of flies.,Dasypogoninae is aggressive insect predator.,0.949739396572113,0.961730659008026,3556
1777,1758,2280,reading a book helps you stay mentally stimulated,Brain stimulation can slow the progress of Alzheimer’s,reading a book can slow the progress of Alzheimer’s,0.9416982531547546,0.954075813293457,3561
1778,1759,2281,creative thinking becomes impaired in high nose levels,creative thinking becomes impaired in high nose levels,creative thinking becomes impaired in high nose levels,0.8857793807983398,0.9140270352363586,3567
1779,1760,838,People who are more social tend to spend more time in social places.,INFJ personalities tend to have more friends.,INFJ personalities tend to spend more time in social places.,0.9163429737091064,0.9461644291877748,3568
1780,1761,1324,optimism is associated with higher levels of education,Higher education is correlated with better future life quality,optimism is correlated with better future life quality,0.9443603157997132,0.9501264095306396,3570
1781,1762,361,casting is a clay form in which the shape of the glass container is carved.,Another ancient method of making glass that is still used today is called cutting.,Another ancient method of making glass that is still used today is making a clay form in which the shape of the glass container is carved.,0.9595121145248412,0.9871947765350342,3572
1782,1763,362,All humans have a great ability to solve complex problems,All humans can solve a variety of challenges in many different situations,All humans can solve a variety of challenges in many different situations,0.9463291168212892,0.9534180760383606,3574
1783,1764,363,Water vapor condenses into tiny liquid water droplets suspended in the air.,"When the difference between air temperature and dew point is less than 2.5 °C, water vapor condenses into tiny liquid water droplets called water vapor.","When the difference between air temperature and dew point is less than 2.5 °C , water vapor condenses into tiny liquid water droplets suspended in the air. ",0.9633579850196838,0.9261193871498108,3575
1784,1765,364,overpopluation increases the pressure from fishing,Damage to the structure and function of the ocean ecosystem results in the loss of fish,overpopluation raises the likelihood of damage to the structure and function of the ocean ecosystem,0.915429949760437,0.938818335533142,3579
1785,1766,365,Self-esteem resulted in gradually allocating proper welfares for black people.,Martin Luther king Jr. started the Martin Luther King Jr. Movement.,"Martin Luther king Jr. started a movement, which resulted in gradually allocating proper welfares for black people.",0.9551962018013,0.9433459043502808,3580
1786,1767,366,Smoking increases the amount of nicotine in blood stream.,Less blood in the body makes less blood going to the brain.,Smoking makes less blood going to the brain. ,0.931907594203949,0.9411992430686952,3581
1787,1768,2282,smoking increases bone loss,bone weakness is associated with fractures  in bones, smoking is associated with fractures  in bones,0.945125937461853,0.8985759615898132,3584
1788,1769,1325,Many species of primates are in danger of disappearing.,"They say almost fifty percent of the world's species of primates are in Asia, that are in danger of disappearing.","They say almost fifty percent of the world's species of primates are in Asia, that are in danger of disappearing.",0.9076104760169984,0.9321340322494508,3587
1789,1770,1812,An imagined or extremely small defect somewhere visible (to the individual) on their body caused Body Dysmorphic Disorder.,Self-confidence caused Body Dysmorphic Disorder (BDD).,An imagined or extremely small defect somewhere visible (to the individual) on their body caused Body Dysmorphic Disorder (BDD).,0.942131757736206,0.9144156575202942,3588
1790,1771,1326,Some train travels allow for automated boarding,Pre-boarding can be a main advantage for spontaneous travelers,Some train travels can be a main advantage for spontaneous travelers,0.8953150510787964,0.918959617614746,3589
1791,1772,839,Chemicals can be harmless.,organic matter can be harmless.,crops which are produced in a well-controlled indoor environment can be harmless.,0.9035248756408693,0.883476972579956,3591
1792,1773,2283,The Siege of Rennes was an episode in a conflict between the Counts of Blois and the Montforts of Brittany.,The Battle of Rennes was an episode in a conflict between the Counts of Blois and the Montforts of Brittany for control of the Duchy of Brittany.,The Siege of Rennes was an episode in a conflict between the Counts of Blois and the Montforts of Brittany for control of the Duchy of Brittany.,0.9204958081245422,0.9635794162750244,3592
1793,1774,367,Watching too much television can lead to stress,Stressing out can be deadly,Watching too much television can be deadly,0.9047908782958984,0.9180535674095154,3594
1794,1775,1327,Logan’s bone structure was modified.,"When Adamantium was injected into Logan’s bloodstream, his bone structure was modified.",Logan’s bone structure was modified.,0.9210405349731444,0.8888909816741943,3598
1795,1776,840,alcohol contribute to liver damage. ,Long working hours have been shown to cause liver damage.,Long working hours have been shown to  contribute to liver damage.,0.8901273608207703,0.9292759895324708,3599
1796,1777,1328,"If you have high blood pressure, diabetes, or hardening of the arteries, you may have dementia.",Kidney disease may cause prevent your kidneys from doing the job they are supposed to.,"If you have high blood pressure, diabetes, or hardening of the arteries, you may cause prevent your kidneys from doing the job they are supposed to.",0.980282723903656,0.9743193984031676,3600
1797,1778,1813,Release of endorphin Brings people together.,Release of endorphin releases a wave of anxiety.,Release of endorphin creates a bond between two people and Brings people together .,0.903900682926178,0.9384497404098512,3601
1798,1779,841,Reductions in joint pain and stiffness may be associated with swimming.,Weight loss may help improve your recovery from an injury.,Reductions in joint pain and stiffness may  help improve your recovery from an injury.,0.9600647687911988,0.9715585708618164,3603
1799,1780,842,Team sports athletes have a strong bond of loyalty.,Team sports athletes have a sense of fair play.,Team sports athletes have a sense of fair play.,0.9310576915740968,0.9392361044883728,3607
1800,1781,2284,People with Crohn’s are also more likely to have inflammation.,"Inflammation can lead to infections from bacteria, viruses, parasites, and fungi.",People with Crohn’s are also more likely to be affected by the severity of symptoms and create complications.,0.9469674229621888,0.9406161308288574,3608
1801,1782,2285,"You will pay less for bills, once you have installed proper windows","You will pay less for bills, once you have installed well-insulated windows","You will pay less for bills, once you have installed well-insulated windows",0.9383329153060912,0.9120995998382568,3609
1802,1783,1329,there is typically less ozone near the equator,there is typically less ozone near the equator,there is typically less ozone near the equator,0.8866555094718933,0.9753592014312744,3612
1803,1785,2286,further four million people in UK are homeless.,Jobless people are at risk of mental problems.,further four million people in UK are at risk of mental problems.,0.96101176738739,0.9320460557937622,3614
1804,1786,368, fatty fish are a great source of vitamin D,"You should consider eating fatty fish, if you do not get enough sunlight during the day","You should consider eating fatty fish, if you do not get enough sunlight during the day",0.9475057721138,0.9556657671928406,3615
1805,1787,2287,It is difficult for children who live in orphanages to show empathy,It is difficult for children who live in orphanages to show empathy,It is difficult for children who live in orphanages to show empathy,0.9316617846488952,0.9072385430336,3616
1806,1788,1815,"In a process called flux melting, water released from the subducting plate is called molten water",Magma contributes to the production of magma,"In a process called flux melting, water released from the subducting plate contributes to the production of magma",0.9429075121879578,0.9183228611946106,3617
1807,1789,843,Eating salt increases the amount of water in your kidneys.,The kidneys reduce the ability of your kidneys to remove the water.,Eating salt reduce the ability of your kidneys to remove the water.,0.9707673192024232,0.9356667399406432,3618
1808,1790,369,We can only speak and think of the uncreated and imperishable. ,The uncreated and imperishable for it is whole and unchanging and complete.,We can only speak and think of the uncreated and imperishable for it is whole and unchanging and complete. ,0.9373801350593568,0.9522820115089417,3619
1809,1791,1816,"""Sit on My Knee"" is a song in Rock genre.",Dallas Crane group is a song in Rock genre.,"""Sit on My Knee"" is a song in Rock genre.",0.8703521490097046,0.877285897731781,3620
1810,1792,1817,Aluminium is a good metal for electrical transmission lines.,Electrical transmission lines transmit the electricity easily.,Aluminium is a good metal for electrical transmission lines in order to transmit the electricity easily.,0.9540666937828064,0.9323828220367432,3621
1811,1793,370,"When a person smokes, he releases chemicals called nitrites.",Ethanol affects lung health.,"When a person smokes, he affects lung health.",0.9225351810455322,0.9234427809715272,3622
1812,1794,2288,The liberation of Ghaddafi soothed the path to liberation.,The rebels killed Ghaddafi.,The rebels soothed the path to liberation.,0.968673050403595,0.9343412518501282,3630
1813,1795,371,Poor nutrition can lead to poor nutrition.,Poor nutrition can lead to dehydration.,Poor nutrition can cause hairloss.,0.917245864868164,0.887620210647583,3631
1814,1796,2289,New director increased the security level of infrastructure.,Infrastructure improvements raised the security level of infrastructure.,New director raised the security level of infrastructure.,0.9154792428016664,0.915515661239624,3632
1815,1797,372,"rising cotton production boosted production in other areas of the world, including new colonies in Africa",The U.S. Civil War resulted in the invasion of China,"The U.S. Civil War boosted production in other areas of the world, including new colonies in Africa",0.9744707345962524,0.9435481429100036,3634
1816,1798,1330,soon my uncle is going to get a termination bonus,"soon,my uncle is going to get a termination bonus","soon ,my uncle is going to get a termination bonus",0.8826342225074768,0.9150012135505676,3635
1817,1799,2290,"If you continue to eat too much salt then, over time, the arteries become too large.",The arteries burst or become completely clogged.,"If you continue to eat too much salt then, over time, the arteries burst or become completely clogged.",0.9513471722602844,0.9297481179237366,3637
1818,1800,1818,The problems you'll have with the guests the next day,"Old mattresses, poor linen or even bad lighting all contribute to the lack of sleep","Old mattresses, poor linen or even bad lighting all contribute to the problems you'll have with the guests the next day",0.9195364117622375,0.9710783362388612,3638
1819,1801,1819,Ac acne could trigger acne,Carb-rich foods reduce blood sugar,Carb-rich foods could trigger acne,0.9103483557701112,0.975651204586029,3639
1820,1802,2291,Obesity increases the amount of fat in the body,Difficulty to grasp is associated with difficulty to grasp,Obesity is associated with difficulty to grasp,0.8784334063529968,0.8876919150352478,3640
1821,1803,2292,Muscle mass is incredibly good for managing osteoporosis and weight.,Bone mineral deficiency is incredibly good for managing bone mineral deficiency.,Doing muscle-strengthening exercise is incredibly good for managing osteoporosis and weight.,0.905775547027588,0.87217116355896,3643
1822,1804,373,many doctors around the world are frustrated with their jobs,people who don't get paid are frustrated with their jobs,many doctors around the world are frustrated with their jobs,0.9219251871109008,0.9049492478370668,3644
1823,1805,374,Floods can destroy structures and items very close to the shore,Hurricanes bring strong winds,Hurricanes can destroy structures and items very close to the shore,0.9670454859733582,0.9284278750419616,3645
1824,1806,2293,fishing equipment is the equipment used by fishermen when fishing,"Fishing tackle consists of hooks, lines, sinkers, floats, rods, reels, baits, lures, spears, nets, gaffs, traps, waders and tackle boxes","hooks, lines, sinkers, floats, rods, reels, baits, lures, spears, nets, gaffs, traps, waders and tackle boxes are the equipment used by fishermen when fishing",0.9728829860687256,0.9564136862754822,3647
1825,1807,1820,A central bank generally controls a state's legal tender,A central bank generally controls a state's legal tender,A central bank generally controls a state's legal tender,0.9353249669075012,0.9048844575881958,3648
1826,1808,1821,Children and young adults are most vulnerable to the negative effects of sleep deprivation,Sleep deprivation is an undiagnosed sleep disorder,Children and young adults are most vulnerable to the negative effects of  an undiagnosed sleep disorder,0.9970415830612184,0.9544702768325806,3650
1827,1809,844,Human activities since the beginning of the Industrial Revolution have produced fossil fuel combustion.,Carbon dioxide concentration has intensed global warming.,Human activities since the beginning of the Industrial Revolution have intensed global warming.,0.9476451277732848,0.9116737246513368,3654
1828,1810,2294,A lack of sleep causes an increase in cortisol in the body,Stressing out causes an increase in the substance cortisol in the body,A lack of sleep causes an increase in the substance cortisol in the body,0.9382266402244568,0.9858253002166748,3655
1829,1811,1822,The Alpine nation has a modern innovative environment for robotic,The Alpine nation has a modern innovative environment for robotic,The Alpine nation has a modern innovative environment for robotic,0.8874064087867737,0.8713703751564026,3659
1830,1812,845,Carrying out tasks more efficiently increases the productivity of workers.,Employment increases economic growth and stability.,Carrying out tasks more efficiently increases economic growth and stability.,0.946344256401062,0.9069757461547852,3660
1831,1813,375,At all airports ssuring a smooth traffic flow between departing and arriving aircraft is possible,Capturing a smooth traffic flow between departing and arriving aircraft is possible,At all airports ssuring a smooth traffic flow between departing and arriving aircraft is possible,0.8962746262550354,0.9262405633926392,3661
1832,1814,376,sea breezes happen due to the different absorption of heat by land and oceans,Different absorption patterns happen due to the different absorption of heat by land and oceans, sea breezes happen due to the different absorption of heat by land and oceans,0.9074029326438904,0.9374449253082277,3663
1833,1815,377,Being happy is one of the most powerful psychological experiences,measuring your progress gives you the ability to focus,measuring your progress is one of the most powerful psychological experiences,0.9666659832000732,0.9255969524383544,3664
1834,1816,2295,Smoking contributes to type 2 diabetes. ,Antibiotics can lead to infection and result in the need to amputate a limb.,Smoking contributes to type 2 diabetes and can lead to infection and result in the need to amputate a limb. ,0.9333093166351318,0.9558240175247192,3665
1835,1817,1331,Gold is a highly prized mineral.,Gold is a highly prized.,Gold is a highly prized.,0.916077733039856,0.9036276936531068,3670
1836,1818,378,"High blood sugar can lead to Anxiety, Sweating and Hunger. ",Hypoglycemia can lead to excessive blood sugar.,"Hypoglycemia  can lead to Anxiety, Sweating and Hunger.",0.956410586833954,0.9235870838165284,3675
1837,1819,2296,international airports are the main sources of traffic,international airports have a wide range of facilities,"international airports,rank among the most complex and largest of all built typologies",0.8750591278076172,0.8597553968429565,3676
1838,1820,379,plant oils contain a large amount of vitamin E.,Having a healthy skin can lead to have healthy skin.,plant oils can lead to have healthy skin.,0.9147844314575196,0.907817244529724,3678
1839,1821,1823,Overusing fish can lead to constipation.,Overusing fish would certainly lead to constipation.,Overusing fish would certainly lead to constipation.,0.8865140676498413,0.881501317024231,3681
1840,1822,1824,Different facial expressions can use sounds and gestures to communicate,Monkeys and apes can use gestures to communicate,Monkeys and apes can use sounds and gestures to communicate,0.9431524276733398,0.9207575917243958,3683
1841,1823,2297,"Custom counters are usually reserved for First and Business class passengers, premium frequent flyers, and members of the airline's clubs",express check-In and dedicated check-in counters are usually reserved for First and Business class passengers,"express check-in and dedicated check-in counters are usually reserved for First and Business class passengers, premium frequent flyers, and members of the airline's clubs",0.9522041082382202,0.9062326550483704,3687
1842,1824,1332,The hacker will begin to steal your money,If you click on a fake link the hacker will access your bank account,If you click on a fake link the hacker will begin to steal your money,0.9517726302146912,0.945591688156128,3692
1843,1825,1825,the tourism industry generates carbon dioxide.,Climate change can contribute to global warming.,the tourism industry  can contribute to global warming.,0.9156381487846376,0.940622091293335,3693
1844,1826,846,Microsoft corporation introduced graphical OS.,The graphical operating system made it easier for everyone to use computers.,Microsoft corporation made it easier for everyone to use computers.,0.9389399886131288,0.9701157808303832,3694
1845,1827,1826,C cacao sap is a watery liquid containing sugars that is found in the phloem vessels that transport food made by photosynthesis.,The insects feed on sap.,The insects feed on the a watery liquid containing sugars that is found in the phloem vessels that transport food made by photosynthesis.,0.9655085802078248,0.9569116830825806,3697
1846,1828,847,Having a good mentor will reduce the distance,Becoming valuable gives you the opportunity to interact with others,Becoming valuable will reduce the distance,0.934627652168274,0.8850093483924866,3699
1847,1829,1827,a certain stature upon the aviation facility that other aerodromes may not have achieved,"In some jurisdictions, an airport is a legal term of art reserved exclusively for those aerodromes certified or licensed as airports by the relevant national aviation authority","In some jurisdictions,a certain stature upon the aviation facility that other aerodromes may not have achieved, is a legal term of art reserved exclusively for those aerodromes certified or licensed as airports by the relevant national aviation authority after meeting specified certification criteria or regulatory requirements",0.9368738532066344,0.9679018259048462,3701
1848,1830,1333,So spiders eat bugs and tiny animals which would cover human food.,So spiders eat bugs and tiny animals which would cover human food.,So spiders eat bugs and tiny animals which would cover human food.,0.9182583689689636,0.9066623449325562,3702
1849,1830,1333,So spiders eat bugs and tiny animals which would cover human food.,So spiders eat bugs and tiny animals which would cover human food.,So spiders eat bugs and tiny animals which would cover human food.,0.9182583689689636,0.9066623449325562,4026
1852,1831,1334,Different strategies facilitates trying different strategies,Using technology facilitates learning about different strategies,Using technology facilitates trying different strategies,0.880413293838501,0.9162271022796632,3703
1853,1832,1335,"Processed meats — like hot dogs, bacon, or pepperoni are high in sodium.",odiums have been shown to dehydrate the skin.,"Processed meats — like hot dogs, bacon, or pepperoni — have been shown to dehydrate the skin.",0.975121796131134,0.9450681209564208,3704
1854,1833,1336,"Marxists, Leninists and Trotskyists believe in a system that is based on collective democracy",Direct democracy manifests itself as council democracy and begins with workplace democracy,"Marxists, Leninists and Trotskyists believe in a system that manifests itself as council democracy and begins with workplace democracy",0.9547110795974731,0.96760094165802,3706
1855,1834,1828,Japanese Whispers was the third album by The Cure.,Japanese Whispers was entered into Billboard top 200 list.,Japanese Whispers was entered into Billboard top 200 list.,0.95947265625,0.9304761290550232,3707
1856,1835,380,The Amazon rainforest is rich in carbon dioxide.,The Amazon rainforest is a part of the Pacific Ocean.,The Amazon rainforest regulates global climate.,0.9505127668380736,0.8457875847816467,3708
1857,1836,381,People who are physically inactive have trouble quitting.,People who watch TV more than one hour during a day have trouble quitting.,People who watch TV more than one hour during a day have trouble quitting.,0.9254155158996582,0.9625003337860109,3710
1858,1837,1337,Taking the medication too often for Migraine can cause headaches.,The headache discomforts the patient.,Taking the medication too often for Migraine discomforts the patient.,0.9781491756439208,0.9435685873031616,3711
1859,1838,1338,"children who don't have proper sleep, don't grow well. ","children who don't have enough sleep, don't grow well","children who doesn't have insufficient sleep, don't grow well",0.9439586997032166,0.8869943618774414,3713
1860,1839,848,Floods may umtimately lead to big floods,"When people cover the land with cement, the soil becomes wet", When people cover the land with cement may umtimately lead to big floods,0.8830353021621704,0.9377737641334534,3716
1861,1840,1829,Russian rhythmic gymnast is a highly-skilled athlete.,Olesya Petrova is a highly-skilled athlete.,Olesya Petrova is a highly-skilled athlete.,0.9589077234268188,0.929173231124878,3720
1862,1841,2298,you're more likely to get back injury ,you're more likely to get back injury,you're more likely to get back injury When you're cold ,0.9000697135925293,0.8477283120155334,3723
1863,1842,849,"Companies who operate in industries where many competitors exist,risk losing their customer base when they raise prices","Companies who operate in industries where many competitors exist,risk losing their customer base when they raise prices","Companies who operate in industries where many competitors exist,risk losing their customer base when they raise prices",0.9233915209770204,0.9085128307342528,3724
1864,1843,2299,Tourism increases in tourism season.,water disposal increases in tourism season.,water disposal increases in tourism season.,0.910282015800476,0.8815175890922546,3725
1865,1844,382,People who have pains to work better tend to use olive oil,Painting can help people who have pains to work better,walnut oil can help people who have pains to work better,0.8532146215438843,0.8954460620880127,3730
1866,1845,850, binge eating is a mental disorder where people eat a large amount in a short period of time.,Many people suffer from binge eating.,Many people suffer from a mental disorder where people eat a large amount in a short period of time.,0.9819225668907166,0.9864269495010376,3731
1867,1846,1339,Alcoholic beverages contain a large amount of nicotine,Alcoholic beverages do not cause serious damage to the body,Alcoholic beverages do not cause serious damage to the body ,0.9066874384880066,0.9424919486045836,3734
1868,1847,383,"when vehicle’s reaction time is much slower, driving is very dangerous.","when vehicle’s reaction time is much slower, driving is very dangerous.","when vehicle’s reaction time is much slower, driving is very dangerous.",0.9056355357170104,0.9296347498893738,3738
1869,1848,851,People with depression have difficulty controlling their emotions,People with depression behave differently,People with depression behave differently,0.9085963368415833,0.9089717268943788,3739
1870,1849,1830,Traveling by train can be a great way to get around the world,Tourism can be a perfect way to see many different sights along the way,Traveling by train can be a perfect way to see many different sights along the way,0.9111648201942444,0.9353331327438354,3741
1871,1850,1340,the university of Saint John provides academic scholarships to students who have lower grades,the university of Saint John provides academic scholarships to students who have lower grades,the university of Saint John provides academic scholarships to students who have lower grades,0.8728854060173035,0.9606502056121826,3742
1872,1851,384,Modern art revolutionized the aspects of artists on modern arts.,Jean Michel was one of the greatest painters.,Jean Michel revolutionized the aspects of artists on modern arts.,0.9676086902618408,0.9283449649810792,3743
1873,1852,385,Improved brain function might improve brain function,Cocoa might increase blood flow,Cocoa might improve brain function,0.9364137053489684,0.9377449750900269,3744
1874,1853,2300,Floods might suffocate plant roots because the excessive water around the roots eliminates air movement through the soil,Soils that are predominantly clay might suffocate plant roots,Soils that are predominantly clay might suffocate plant roots because the excessive water around the roots eliminates air movement through the soil,0.9395517706871032,0.9289671182632446,3745
1875,1854,1341,"If workers do specific tasks, their productivity may fall",Job satisfaction may fall,"If workers do specific tasks, their productivity may fall",0.9386265277862548,0.9218643307685852,3748
1876,1855,1831,Dolphin and monkeys are sociable animals.,Monkeys plays more than other animals.,Dolphin and monkeys plays more than other animals.,0.9798409342765808,0.902393102645874,3749
1877,1856,1342,coal is used as fuel for steam-electric power generation,the source of light aromatic hydrocarbons for the chemical synthesis industry is coal,the source of light aromatic hydrocarbons for the chemical synthesis industry is used as fuel for steam-electric power generation,0.9505449533462524,0.9413213729858398,3750
1878,1857,1832,Soya beans contain a large amount of calcium.,Catechins can regulate muscle contractions.,Soya beans can regulate muscle contractions.,0.939515233039856,0.9242091178894044,3752
1879,1858,2301,Food waste is a waste plastic and non-biodegradable products. ,As more tourists arrive there is an increase in demand for food and drink.,As more tourists arrive there is an increase in waste plastic and non-biodegradable products. ,0.9440767168998718,0.9692429900169371,3754
1880,1859,1343,high-yield copper is important in building flashing products,high-yield copper is important in building flashing products,high-yield copper is important in building flashing products,0.9055271744728088,0.8985651135444641,3755
1881,1860,2302,It is impossible for small businesses to survive by borrowing in a recession,It is impossible for small businesses to survive by borrowing in a recession,It is impossible for small businesses to survive by borrowing in a recession,0.8892340660095215,0.9442076683044434,3759
1882,1861,852,It is of enormous importance to hire problem solvers as your staff,It is of enormous importance to hire problem solvers as your staff,It is of enormous importance to hire problem solvers as your staff,0.8932509422302246,0.944008469581604,3760
1883,1862,1833,Working out in a state of dehydration is known to be a sign of dehydration.,Sweating will lead to cell’s insufficiency to synthesize energy.,Working out in a state of dehydration will lead to cell’s insufficiency to synthesize energy.,0.896861732006073,0.8936313390731812,3761
1884,1863,2303,Dung is routinely collected and dried for being lit to provide heat and a flame for cooking.,In some cultures dung from domestic cows or buffalo is routinely collected and dried for cooking.,In some cultures dung from domestic cows or buffalo is routinely collected and dried for being lit to provide heat and a flame for cooking.,0.9326284527778624,0.9918250441551208,3765
1885,1864,853,Tar makes your blood vessels thicker.,blood vessels make your blood vessels thicker.,smoking make your blood vessels thicker.,0.9267913699150084,0.8557162880897522,3766
1886,1865,2304,High protein diets keep your metabolism high while reducing your calorie intake.,High protein diets keep your metabolism high while reducing your calorie intake.,High protein diets keep your metabolism high while reducing your calorie intake.,0.9063074588775636,0.9104379415512084,3767
1887,1866,1834,Obesity results in obesity.,Cholesterol consumption results in obesity.,Cholesterol consumption results in obesity.,0.9382668137550354,0.926522970199585,3768
1888,1867,1344, insects are often No conclusionsites of plants.,A major culprit in the tree's problem is a virus called Ialybugs.,A major culprit in the tree's problem is a virus that is transmitted by small creatures belonging to a group known as scale insects. They are often No conclusionsites of plants.,0.8724703788757324,0.9553691148757936,3769
1889,1868,1835,Allicin is a great source ofGarlic.,Garlic can be beneficial for your kidneys and blood pressure.,Allicin can be beneficial for your kidneys and blood pressure.,0.9288010001182556,0.9999999403953552,3771
1890,1869,386,Low blood sugar can be eneficial for diabetic people,"Due to the soluble fiber beta-glucan, oats contain low levels of insulin","Due to the soluble fiber beta-glucan, oats can be eneficial for diabetic people",0.9153589010238647,0.9564056396484376,3772
1891,1870,854,Excersing helps with stress,relaxing boosts your confidence,Excersing boosts your confidence ,0.9527864456176758,0.9385682344436646,3776
1892,1871,1345,Sugary foods are not suitable for first meal.,Sugary foods are not suitable for first meal.,Sugary foods are not suitable for first meal.,0.9175043702125548,0.903393566608429,3777
1893,1872,1836,Recycled vegetation maintain and improving human quality of life,Biodiversity plays an important role in providing environmental assistance, Biodiversity plays an important role in maintaining and improving human quality of life,0.9002361297607422,0.9612451195716858,3778
1894,1873,855, latex has the potential to become an excellent source of commercial rubber.,Dandelions are weeds that produce a thick liquid called Latex.,Dandelions are weeds that produce a thick liquid which has the potential to become an excellent source of commercial rubber.,0.98628169298172,0.9810656309127808,3779
1895,1874,856,Deciduous trees are often planted in front of windows,In the summer months to reduce cooling needs,Deciduous trees are often planted in front of windows  in the summer months to reduce cooling needs,0.9493643045425416,0.914873480796814,3784
1896,1875,857,"Follicular phase begins the egg matures and is later released during ovulation, around day 14.",The day that your menstrual flow begins the egg matures and is later released.,"The day that your menstrual flow begins the egg matures and is later released during ovulation, around day 14.",0.9525230526924132,0.929650902748108,3785
1897,1876,387,Fibers fermented by bacteria help increase aiding digestion.,Diabetes plays a major role in human health.,Fibers fermented by bacteria help increase aiding digestion which plays a major role in human health.,0.9475175142288208,0.9318934082984924,3786
1898,1877,388,the ozone layer is known to destroy ozone,The rise of stratospheric chlorine levels from chlorofluorocarbon pollution increases the temperature of the atmosphere, the rise of stratospheric chlorine levels from chlorofluorocarbon pollution is known to destroy ozone,0.9229069948196412,0.9510201811790466,3787
1899,1878,1346,Better judgment might come in handy when driving a car,Doing puzzles might help you solve puzzles,Doing puzzles might come in handy when driving a car,0.9351657629013062,0.9262887239456176,3789
1900,1879,1347,It's possible to look out of the window in houses with good lighting,It's possible to boost alertness by simply looking out of the window,It's possible to boost alertness by simply looking out of the window in houses with good lighting,0.948551058769226,0.912846863269806,3792
1901,1880,389,American music became popular in US.,Shawn Mendes became popular in US.,Shawn Mendes became popular in US.,0.9369440078735352,0.926568329334259,3794
1902,1881,2305,Iron ore trap pollutants ,Tehran mountains have steeps,Tehran mountains trap pollutants ,0.8251757621765137,0.8969005346298218,3796
1903,1882,390,Cows are capable of handling large amounts of water.,Calcium provided humans with their required Calcium.,Cows provided humans with their required Calcium.,0.9126622080802916,0.9603098630905152,3797
1904,1883,391,The Heliocentric theory helped to create modern astronomy.,Galileo Galilei's observations helped to establish the heliocentric theory.,Galileo Galilei's observations helped to create modern astronomy.,0.9847723841667176,0.939913809299469,3798
1905,1884,2306,aerosols might be recaptured through on-site energy recycling technologies,Significant amounts of energy might be recaptured through on-site energy recycling technologies,Significant amounts of energy might be recaptured through on-site energy recycling technologies,0.9171801209449768,0.9006039500236511,3801
1906,1885,392,Single story structures that maximize surface area and heat loss can also be very effective,In warmer climates where cooling is a primary concern single story structures can also be very effective,In warmer climates where cooling is a primary concern single story structures that maximize surface area and heat loss can also be very effective,0.9423536658287048,0.9711214303970336,3802
1907,1886,1348,Most bats can estimate the distance of an object by using the sound echoes that bounce back to them.,Most bats communicate and find their way by making high-frequency noises.,Most bats communicate and find their way by making high-frequency noises that can estimate the distance of an object by using the sound echoes that bounce back to them.,0.947012186050415,0.9601300954818726,3803
1908,1887,1837,the land alongside or sloping down to a river or a body of water smaller than a lake is called the margins,A stream is an artificial ridge of earth intended to retain the water of a river or pond,the land alongside or sloping down to a river or a body of water smaller than a lake also refers to an artificial ridge of earth intended to retain the water of a river or pond,0.9511011242866516,0.95832097530365,3804
1909,1888,1838,Cauliflowers contain large amount of molybdenum.,Joint pain will cause joint pain.,Big amount of cauliflowers will cause joint pain.,0.9400054812431335,0.8856129050254822,3805
